ccode,scode,country,uscrireg,region,source08,idp08,host08,source07,idp07,host07,source06,idp06,host06,source05,idp05,host05,source04,idp04,host04,source03,idp03,host03,source02,idp02,host02,source01,idp01,host01,source00,idp00,host00,source99,idp99,host99,source98,idp98,host98,source97,idp97,host97,source96,idp96,host96,source95,idp95,host95,source94,idp94,host94,source93,idp93,host93,source92,idp92,host92,source91,idp91,host91,source90,idp90,host90,source89,idp89,host89,source88,idp88,host88,source87,idp87,host87,source86,idp86,host86,source85,idp85,host85,source84,idp84,host84,source83,idp83,host83,source82,idp82,host82,source81,idp81,host81,source80,idp80,host80,source79,idp79,host79,source78,idp78,host78,source77,idp77,host77,source76,idp76,host76,source75,idp75,host75,source74,idp74,host74,source73,idp73,host73,source72,idp72,host72,source71,idp71,host71,source70,idp70,host70,source69,idp69,host69,source68,idp68,host68,source67,idp67,host67,source66,idp66,host66,source65,idp65,host65,source64,idp64,host64
710,CHN,China,4,3,153,0,332,150,0,324,159,0,335,156,0,353,158,0,402,396,0,158,178,0,396,151,0,345,145,0,350,130,0,293,128,0,282,128,0,282,128,0,294,141,0,294,139,0,297,133,0,297,128,0,12,114,0,14,114,0,5,112,0,0,112,0,0,100,0,0,86,0,12,85,0,12,0,0,17,0,0,2,999,0,265,86,0,0,162,0,230,,,,245,0,0,228,0,0,281,0,0,,,,271,0,0,,,,2211,0,0,2201,0,0,2140,0,1,2319,0,10,2314,0,1,2230,0,1,2218,0,1,2155,0,2,1705,0,2
860,ETM,East Timor,4,3,0,30,0,0,30,0,0,100,0,0,0,0,0,0,0,0,0,0,29,,,80,,,120,,,120,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,FIJ,Fiji,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
850,INS,Indonesia,4,3,30,95,0,35,200,0,39,200,0,44,471,0,24,500,0,0,800,24,12,800,29,5,1400,81,6,800,121,8,440,120,8,0,0,8,0,0,10,0,0,10,0,0,10,0,0,9,0,2,6,0,16,7,0,19,0,0,21,0,0,8,0,0,2,0,0,2,0,0,4,11,0,8,0,0,10,0,0,13,1,0,6,1,100,4,1,200,44,,,,3,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,6,40,60,6,80,60,0,0,0,0,0,0,0,0,0,0,0,0
740,JPN,Japan,4,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,6,8,0,0,0,0,7,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,LAO,Laos,4,3,5,0,0,8,0,0,7,0,0,14,0,0,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,14,0,0,12,0,0,14,0,0,4,0,0,9,0,0,13,0,0,26,0,0,43,0,0,63,0,0,67,0,0,69,0,0,79,0,0,78,0,0,91,0,0,95,0,0,74,0,0,76,0,0,999,0,4,105,70,10,999,1000,0,,,,90,50,0,64,150,0,63,150,0,,,,0,600,0,,,,0,600,0,0,600,0,0,300,0,0,260,0,0,245,0,0,300,0,0,250,0,0,250,0,0,150,0
820,MAL,Malaysia,4,3,0,0,172,0,0,164,0,0,156,0,0,153,0,0,101,76,0,0,0,0,59,0,0,58,0,0,57,0,0,45,0,0,51,0,0,5,0,0,5,0,0,5,0,0,6,0,0,8,0,0,17,0,0,13,0,0,15,0,0,20,0,0,103,0,0,98,0,0,98,0,0,98,0,0,101,0,0,8,0,0,99,0,0,13,0,0,135,,,,0,0,6,0,0,1,0,0,1,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,MON,Mongolia,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,NEW,New Zealand,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,3,,,,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,PRK,Korea North,4,3,11,0,0,11,0,0,30,0,0,51,0,0,102,0,0,0,150,102,100,100,0,50,100,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,1000,0,0,1000,0,0
910,PNG,Papua New Guinea,4,4,0,0,10,0,0,10,0,0,10,0,0,10,0,0,8,8,0,0,0,0,5,0,0,5,0,0,6,0,0,8,0,4,8,1,20,8,1,70,10,1,0,10,3,0,10,0,0,8,0,0,4,0,0,7,0,0,8,0,0,8,0,0,8,0,0,10,0,0,10,0,0,11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
840,PHI,Philippines,4,3,72,344,0,71,314,0,69,120,0,68,0,0,66,0,2,2,150,59,59,45,0,57,142,0,57,150,0,45,200,0,45,122,0,0,999,0,0,0,0,0,999,0,0,999,0,0,600,2,0,1000,6,0,1000,18,0,900,20,0,450,26,90,200,21,90,0,12,0,0,13,90,0,17,90,0,18,0,0,15,999,0,7,0,0,3,90,0,6,,,,0,0,0,0,0,0,0,0,1,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,SIN,Singapore,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,ROK,Korea South,4,3,0,0,2,0,0,3,0,0,2,0,0,2,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,1000,0,0,1000
713,TAW,Taiwan,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,THI,Thailand,4,3,0,0,369,0,0,406,0,0,408,0,0,478,0,0,461,422,0,0,0,0,336,0,0,277,0,0,217,0,0,158,0,0,188,0,0,206,0,0,96,0,0,98,0,0,83,0,0,108,0,0,255,0,0,673,0,0,545,0,0,437,0,0,440,0,0,404,0,0,405,0,0,381,0,0,126,0,0,169,0,0,193,0,0,382,0,0,165,,,,0,0,148,0,0,74,0,0,74,,,,0,0,80,,,,0,0,80,0,0,80,0,0,70,0,0,77,0,0,77,0,0,77,0,0,77,0,0,57,0,0,0
816,VIE,Vietnam,4,3,319,0,10,314,0,10,308,0,22,306,0,15,310,0,15,16,0,307,302,0,16,295,0,16,300,0,16,292,0,15,281,0,15,281,0,15,288,0,34,295,0,25,295,0,30,304,0,35,90,0,19,123,0,21,122,0,17,125,0,17,74,0,25,46,0,21,52,0,20,62,0,21,79,0,21,62,0,30,999,0,33,61,0,35,0,0,30,,,,185,2700,80,129,2700,0,156,2700,0,,,,50,4000,35,,,,50,4000,200,40,4000,200,40,3500,200,60,1197,0,60,1092,0,60,2091,0,40,1003,0,940,600,900,900,0,900
692,BAH,Bahrain,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
630,IRN,Iran,5,5,22,0,994,19,0,1003,20,0,1025,25,0,994,27,0,1046,1335,0,35,38,0,2209,34,0,2558,51,0,1895,43,0,1835,40,0,1931,35,0,1900,46,0,2020,50,0,2076,54,0,2220,39,260,1995,65,0,2782,150,0,3650,211,0,2860,270,500,2825,349,1000,2807,880,1000,2600,479,1000,2330,121,1200,840,27,0,810,2,0,560,0,0,110,0,1000,100,0,0,330,,,,0,0,35,0,0,35,0,0,35,,,,0,0,80,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
645,IRQ,Iraq,5,5,1913,2842,40,2033,2842,45,1688,1700,47,889,1300,63,366,1000,97,132,900,281,294,1100,135,300,700,128,450,700,128,568,900,129,586,1000,104,526,900,110,608,900,114,623,1000,115,636,1000,120,135,1000,40,126,400,65,718,700,48,530,500,60,508,750,80,508,750,95,400,35,95,430,35,95,60,0,75,60,0,0,60,0,0,999,0,0,0,0,0,31,300,0,,,,36,300,0,35,300,0,36,300,0,,,,80,0,14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
666,ISR,Israel,5,5,0,285,16,0,285,0,0,285,0,0,0,0,0,0,5,1,276,0,0,250,2,0,225,5,0,225,5,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,959,0,1518,910,0,1473,867,0,1428,845,0,1394,824,0,1350,800,0,1308,786,0,1265,752,0,1209,718,0,1196,704,0,1152,692,0,1093,664,19,,,,1057,649,9,1007,626,84,1007,626,84,,,,1558,607,0,,,,1165,608,0,1140,597,0,843,585,0,860,580,54,955,740,55,949,797,52,1329,0,52,1247,0,52,1228,0,0
663,JOR,Jordan,5,5,0,0,622,0,0,617,0,0,863,0,160,610,0,168,168,164,800,0,0,800,155,0,0,1644,0,0,1580,0,0,1518,0,0,1464,0,0,1414,0,0,1362,0,0,1295,0,0,1232,0,0,1074,0,0,1011,0,0,1700,0,0,1429,0,0,1200,0,0,870,0,0,853,0,0,823,0,0,800,0,0,775,0,0,749,0,0,733,0,0,716,0,0,682,,,,0,0,664,0,0,646,0,0,645,,,,0,0,582,,,,0,0,558,0,0,543,0,0,506,0,0,490,0,0,494,0,0,510,0,0,707,0,0,670,0,0,663
690,KUW,Kuwait,5,5,0,0,40,0,0,51,0,0,14,0,0,14,0,0,52,65,0,0,0,0,65,0,0,50,0,0,52,0,0,52,0,0,52,0,0,90,0,0,42,0,0,55,0,0,25,0,0,0,0,0,0,0,0,80,386,0,170,0,0,325,0,0,350,0,0,365,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,250,,,,0,0,150,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,LEB,Lebanon,5,5,2,240,334,0,240,326,0,200,294,0,250,297,4,300,266,256,300,0,1,300,409,4,275,390,4,325,383,0,375,378,0,425,368,0,450,362,0,450,355,0,400,348,0,600,338,0,700,329,0,400,323,0,750,354,110,800,306,0,750,549,0,650,294,0,600,287,0,600,277,0,600,266,0,600,258,0,60,242,0,50,235,0,400,230,3,1000,212,,,,20,400,201,372,150,197,372,150,197,,,,0,0,194,,,,0,0,191,0,0,187,0,0,181,0,0,172,0,0,166,0,0,161,0,0,164,0,0,155,0,0,153
698,OMA,Oman,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,PAL,Palestine,5,5,3227,70,1828,3156,70,1792,3036,25,1739,2972,0,1686,2986,0,1635,1588,0,3000,3000,26,1506,4123,20,1460,4000,17,1408,3931,17,1368,3816,0,1328,3743,0,1298,3718,0,1249,3286,0,1201,3137,0,1148,2801,0,1082,2658,0,1019,3485,0,0,3218,0,0,3729,0,0,2797,0,0,2672,0,0,2150,0,0,2094,0,0,2017,0,0,1927,0,0,1884,0,0,1844,0,0,1757,0,0,,,,1706,0,0,1633,0,0,1633,0,0,,,,2165,0,0,,,,1773,0,0,1737,0,0,1428,0,0,1440,0,0,1695,0,0,1746,0,0,1329,0,0,1247,0,0,1228,0,0
694,QAT,Qatar,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
670,SAU,Saudi Arabia,5,5,0,0,291,0,0,288,0,0,241,0,0,241,0,0,244,241,0,0,0,0,245,0,0,128,0,0,128,0,0,129,0,0,128,0,0,117,0,0,258,0,0,13,0,0,17,0,0,25,0,0,27,0,0,34,0,0,541,0,0,130,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,300,,,,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,SYR,Syria,5,5,0,433,1764,0,433,1852,3,305,1329,0,0,866,0,0,702,497,170,4,0,170,482,0,500,398,0,500,389,0,450,379,0,125,370,0,125,361,0,125,384,0,300,342,0,0,333,0,0,319,0,0,308,0,0,294,0,0,381,0,0,273,0,0,265,0,0,260,0,33,251,0,0,245,0,0,232,0,0,221,0,0,215,0,0,209,0,0,198,,,,0,0,193,0,0,434,0,0,434,,,,0,100,184,,,,0,100,179,0,100,174,0,100,167,0,0,162,0,0,250,0,0,240,0,0,140,0,0,131,0,0,129
696,UAE,United Arab Emirates,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,3,0,0,50,0,0,50,,,,0,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,YEM,Yemen,5,5,0,100,146,0,30,125,0,0,97,0,0,83,0,0,74,75,0,0,0,0,82,0,0,70,0,0,68,0,0,60,0,0,69,0,0,65,0,0,55,0,0,53,0,110,14,0,0,60,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,AFG,Afghanistan,6,3,2808,235,0,2909,200,0,3260,132,0,2192,177,0,2088,0,0,0,250,3000,3500,700,0,4500,1000,0,3600,375,0,2560,625,0,2600,770,0,2622,1250,0,2629,1200,19,2328,500,18,2835,1000,20,3430,0,35,4286,530,52,6601,2000,0,6057,2000,0,5934,2000,0,5927,2000,0,5715,2000,0,4715,1000,0,3486,1000,0,3656,0,0,3304,0,0,2600,0,0,1519,0,0,702,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,BNG,Bangladesh,6,3,10,280,193,43,500,178,42,500,178,10,0,150,7,0,150,120,0,0,0,60,122,0,175,122,0,60,122,0,50,53,0,50,53,40,0,40,53,0,40,48,0,55,48,0,116,54,0,199,50,0,245,65,0,290,75,0,250,50,0,0,48,0,0,50,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,,,,0,400,0,0,0,0,0,0,0,,,,142,0,390,,,,546,0,260,689,0,260,4951,0,260,2500,0,260,2500,0,250,2500,0,250,2142,0,250,2142,0,38,2050,0,75
760,BHU,Bhutan,6,3,116,0,0,124,0,0,119,0,0,122,0,0,121,0,0,0,0,129,127,0,0,126,0,0,144,0,0,125,0,0,115,0,0,113,0,0,122,0,0,119,0,0,117,0,0,105,0,0,95,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,3,,,,0,0,4,0,0,4,0,0,0,,,,0,0,3,,,,0,0,3,0,0,3,0,0,6,0,0,6,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3
750,IND,India,6,3,3,500,411,3,500,420,11,600,436,9,600,515,12,500,393,317,650,36,39,600,332,17,500,346,17,507,290,15,507,292,22,520,292,13,200,324,13,250,352,0,250,319,0,250,328,0,250,326,0,280,378,10,85,403,8,85,416,0,65,261,0,6,247,0,6,282,0,0,227,0,0,142,0,0,8,0,0,5,0,0,3,0,0,85,0,0,65,,,,0,0,72,0,0,70,0,0,70,,,,390,0,239,,,,260,0,1118,260,0,1261,260,0,5507,260,0,3055,500,0,3050,500,0,3050,500,0,2380,75,60,2380,0,0,2095
705,KZK,Kazakhstan,6,3,0,0,4,0,0,5,0,0,5,0,0,7,0,0,16,15,0,0,0,0,21,0,0,20,0,0,20,0,0,15,0,0,4,0,0,14,0,0,14,0,0,6,0,0,0,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,KYR,Kyrgyzstan,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,0,0,8,0,0,10,0,0,11,0,0,11,0,0,15,0,0,16,0,0,17,0,0,8,0,0,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,NEP,Nepal,6,3,10,60,121,50,60,130,103,150,130,202,0,131,101,0,131,135,150,0,0,125,132,0,0,131,0,0,129,0,0,130,0,0,118,0,0,116,0,0,110,0,0,107,0,0,105,0,0,99,0,0,89,0,0,24,0,0,14,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,8,,,,0,0,10,0,0,10,0,0,10,,,,0,0,8,,,,0,0,8,0,0,8,0,0,8,0,0,8,0,0,8,0,0,9,0,0,10,0,0,8,0,0,11
770,PAK,Pakistan,6,3,17,3000,1776,7,0,1878,10,0,2162,10,0,1088,15,0,969,1219,0,21,10,0,1518,10,0,2018,0,0,2019,0,0,1217,0,0,1217,0,0,1216,0,0,1216,0,0,868,0,0,1203,0,0,1482,0,0,1577,260,0,3604,250,0,3677,0,0,3588,0,0,3595,258,0,3545,0,0,2802,0,0,2725,0,0,2925,0,0,2801,0,0,2600,0,0,1399,55,0,402,,,,0,0,0,0,0,0,0,0,0,,,,65,0,40,,,,516,0,0,516,1100,0,500,0,0,500,0,0,500,0,250,500,0,250,142,0,250,142,0,33,0,0,0
780,SRI,Sri Lanka,6,3,123,495,0,107,500,0,109,500,0,79,341,0,88,353,0,0,500,106,155,563,0,144,800,0,110,600,0,110,560,0,126,560,0,100,800,0,100,900,0,96,850,0,104,525,0,107,600,0,181,600,0,210,600,0,228,1000,0,103,500,0,92,450,0,125,100,0,125,120,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,TAJ,Tajikistan,6,3,0,0,0,0,0,0,0,0,0,54,0,3,56,0,4,3,0,60,53,0,4,55,0,5,60,0,12,63,0,5,15,0,6,32,0,4,216,50,2,170,0,2,165,0,2,153,0,0,52,400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,TKM,Turkmenistan,6,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,14,0,0,0,0,14,0,0,14,0,0,14,0,0,18,0,0,0,0,0,13,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,UZB,Uzbekistan,6,3,0,3,0,0,3,0,0,3,0,0,0,45,0,0,45,42,0,0,0,0,38,0,0,38,2,0,38,33,0,38,45,0,0,46,0,1,52,0,3,48,0,3,50,0,2,51,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,